profile_id,scenario,arm,method,seed,budget,gate_active,recommendation_id,recommendation_value,common_value,oracle_id,oracle_value,common_regret,policy_regret,improvement_over_common,executed_trials,termination
RESIST_COMMON_DEVE_00,COMMON_RESISTANCE,COMMON,COMMON_POLICY,0,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,5,COMMON_POLICY_FIXED
RESIST_COMMON_DEVE_00,COMMON_RESISTANCE,COMMON,RANDOM,0,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_00,COMMON_RESISTANCE,COMMON,RANDOM,1,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_00,COMMON_RESISTANCE,COMMON,RANDOM,2,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_00,COMMON_RESISTANCE,COMMON,RANDOM,3,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_00,COMMON_RESISTANCE,COMMON,RANDOM,4,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_00,COMMON_RESISTANCE,COMMON,RESIDUAL_GREEDY,0,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_00,COMMON_RESISTANCE,COMMON,PURE_EI,0,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_00,COMMON_RESISTANCE,COMMON,SAST_BO,0,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,5,RECOMMENDATION_ALREADY_OBSERVED
RESIST_COMMON_DEVE_01,COMMON_RESISTANCE,COMMON,COMMON_POLICY,0,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,5,COMMON_POLICY_FIXED
RESIST_COMMON_DEVE_01,COMMON_RESISTANCE,COMMON,RANDOM,0,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_01,COMMON_RESISTANCE,COMMON,RANDOM,1,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_01,COMMON_RESISTANCE,COMMON,RANDOM,2,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
RESIST_COMMON_DEVE_01,COMMON_RESISTANCE,COMMON,RANDOM,3,8,False,resist:13,1.0,1.0,resist:13,1.0,0.0,0.0,0.0,8,BUDGET_EXHAUSTED
